A1CF	rep2_peak_4778 (+2911)
WASHC2A	rep2_peak_4750 (-15780), rep2_peak_4751 (-37)
WASHC2C	rep2_peak_4681 (-16829)
WASHC3	rep2_peak_9381 (+2547)
WASL	rep2_peak_37842 (+10619)
WBP1L	rep2_peak_5629 (+25479)
WBP2	rep2_peak_17373 (-20193), rep2_peak_17372 (-16534), rep2_peak_17371 (-12936), rep2_peak_17366 (+9239)
WBP4	rep2_peak_10246 (-852)
WDCP	rep2_peak_20656 (+24660)
WDFY1	rep2_peak_23655 (+70)
WDR18	rep2_peak_18663 (-23059)
WDR33	rep2_peak_22435 (+25889)
WDR5	rep2_peak_41662 (-12934), rep2_peak_41666 (+5329)
WDR59	rep2_peak_14945 (-6601)
WDR5B	rep2_peak_28289 (+23814)
WDR74	rep2_peak_6867 (+169)
WDR81	rep2_peak_15417 (+11694)
WDR82	rep2_peak_27642 (-6863)
WDYHV1	rep2_peak_39624 (-12846), rep2_peak_39625 (-10988)
WEE1	rep2_peak_6221 (-7433)
WFIKKN2	rep2_peak_16667 (+9075)
WIPI1	rep2_peak_17136 (-27957), rep2_peak_17135 (-25292), rep2_peak_17134 (-17129)
WISP1	rep2_peak_39785 (+25604)
WISP2	rep2_peak_24907 (-21727)
WNK1	rep2_peak_8081 (-1558)
WNK2	rep2_peak_40775 (+16814)
WSB1	rep2_peak_15889 (-28501)
WSB2	rep2_peak_9671 (+9527)
WTAP	rep2_peak_35995 (+1430)
WWC1	rep2_peak_33054 (+22848)
WWC2	rep2_peak_31047 (-18610), rep2_peak_31051 (+1716), rep2_peak_31054 (+12318)
WWP1	rep2_peak_39276 (-21840)
WWP2	rep2_peak_14794 (+9447)
XBP1	rep2_peak_26165 (-29348), rep2_peak_26162 (-19100), rep2_peak_26159 (-13324), rep2_peak_26158 (-10631), rep2_peak_26157 (-8407), rep2_peak_26152 (+16357)
XCL1	rep2_peak_2837 (-24563), rep2_peak_2838 (-20734)
XCL2	rep2_peak_2838 (-11742), rep2_peak_2837 (-7913)
XG	rep2_peak_41811 (+29051)
XKR7	rep2_peak_24580 (+587)
XRCC4	rep2_peak_32087 (+7709)
XRN1	rep2_peak_28637 (+13370)
XRN2	rep2_peak_24430 (+510)
XXYLT1	rep2_peak_29433 (+11137)
YAP1	rep2_peak_7587 (-24395), rep2_peak_7589 (+1240)
YIPF4	rep2_peak_20837 (+11455)
YPEL2	rep2_peak_16856 (-1903)
YTHDC1	rep2_peak_30136 (-373)
YTHDF2	rep2_peak_833 (-43)
YWHAH	rep2_peak_26302 (+19219)
YWHAQ	rep2_peak_20376 (+59)
ZBED9	rep2_peak_34020 (-2206)
ZBTB14	rep2_peak_17860 (-7798), rep2_peak_17859 (-2580)
ZBTB16	rep2_peak_7733 (+19000)
ZBTB17	rep2_peak_435 (-27964)
ZBTB2	rep2_peak_35837 (+1080)
ZBTB21	rep2_peak_25712 (-27787)
ZBTB32	rep2_peak_19532 (-7534)
ZBTB38	rep2_peak_28618 (-26694), rep2_peak_28619 (-19472), rep2_peak_28620 (+1130), rep2_peak_28621 (+12722)
ZBTB40	rep2_peak_608 (-1191), rep2_peak_609 (+58)
ZBTB41	rep2_peak_3150 (+26288)
ZBTB43	rep2_peak_41434 (+4277), rep2_peak_41435 (+19300)
ZBTB45	rep2_peak_20251 (-18332)
ZBTB7A	rep2_peak_18819 (+14120)
ZBTB7B	rep2_peak_2566 (-1631), rep2_peak_2569 (+22736)
ZC3H12A	rep2_peak_997 (-12626)
ZC3H3	rep2_peak_39931 (+13553)
ZC3H4	rep2_peak_19898 (+17461)
ZC3H7A	rep2_peak_13784 (-3334)
ZCCHC10	rep2_peak_32538 (-23262), rep2_peak_32533 (+9678)
ZCCHC14	rep2_peak_15213 (-1192), rep2_peak_15211 (+4384)
ZCCHC2	rep2_peak_18495 (-12094)
ZCCHC24	rep2_peak_5211 (-27538)
ZCCHC3	rep2_peak_24019 (+438)
ZCCHC6	rep2_peak_40688 (+18165)
ZCCHC8	rep2_peak_9807 (+11853)
ZDHHC18	rep2_peak_751 (+5211)
ZDHHC19	rep2_peak_29453 (-3744)
ZDHHC20	rep2_peak_10003 (-6490)
ZDHHC4	rep2_peak_36368 (+1281)
ZDHHC7	rep2_peak_15137 (+16550)
ZFAND2A	rep2_peak_36227 (+3140)
ZFAND2B	rep2_peak_23594 (+1714)
ZFAND3	rep2_peak_34363 (-22953), rep2_peak_34364 (-19955)
ZFP1	rep2_peak_14954 (-18596)
ZFP36L2	rep2_peak_21060 (-715)
ZFP69B	rep2_peak_1060 (-28215)
ZFPM1	rep2_peak_15267 (+2389)
ZFY	rep2_peak_42733 (+17461)
ZFYVE19	rep2_peak_12351 (-13289)
ZG16	rep2_peak_14191 (-12616)
ZHX2	rep2_peak_39601 (-24140), rep2_peak_39603 (-20993), rep2_peak_39606 (+16184)
ZIC5	rep2_peak_10705 (+15246)
ZKSCAN1	rep2_peak_37526 (-17754), rep2_peak_37527 (-11585)
ZKSCAN3	rep2_peak_34006 (-14040)
ZMAT2	rep2_peak_32731 (+10822), rep2_peak_32732 (+18544)
ZMIZ1	rep2_peak_5184 (-9612), rep2_peak_5185 (-1593), rep2_peak_5187 (+2743), rep2_peak_5190 (+15376), rep2_peak_5191 (+25025)
ZMYND15	rep2_peak_15500 (+19910)
ZNF101	rep2_peak_19370 (-360)
ZNF107	rep2_peak_36981 (+20680)
ZNF114	rep2_peak_19949 (+1836)
ZNF117	rep2_peak_36985 (-8623)
ZNF138	rep2_peak_36982 (-8821)
ZNF148	rep2_peak_28370 (-58)
ZNF16	rep2_peak_39999 (-16131)
ZNF181	rep2_peak_19488 (+10550)
ZNF189	rep2_peak_40953 (+22863)
ZNF213	rep2_peak_13557 (+15602)
ZNF217	rep2_peak_25215 (-2111), rep2_peak_25209 (+10711), rep2_peak_25208 (+14157)
ZNF22	rep2_peak_4665 (-19546), rep2_peak_4667 (-10130), rep2_peak_4669 (-4467), rep2_peak_4672 (+5047)
ZNF233	rep2_peak_19758 (-5229)
ZNF263	rep2_peak_13567 (-19233)
ZNF277	rep2_peak_37771 (-199), rep2_peak_37772 (+4974)
ZNF281	rep2_peak_3179 (+29338)
ZNF292	rep2_peak_34964 (-27)
ZNF3	rep2_peak_37536 (-2654), rep2_peak_37535 (-179)
ZNF311	rep2_peak_34046 (+24177)
ZNF317	rep2_peak_19004 (-3654)
ZNF331	rep2_peak_20110 (-17191), rep2_peak_20111 (-12769)
ZNF341	rep2_peak_24659 (-7181), rep2_peak_24661 (+2285)
ZNF350	rep2_peak_20074 (+25806)
ZNF362	rep2_peak_941 (+423)
ZNF367	rep2_peak_40856 (-11577), rep2_peak_40853 (+934)
ZNF395	rep2_peak_38736 (-15605)
ZNF410	rep2_peak_11667 (-117)
ZNF425	rep2_peak_38170 (-22)
ZNF43	rep2_peak_19390 (-12872)
ZNF444	rep2_peak_20180 (+1183)
ZNF487	rep2_peak_4628 (-18821), rep2_peak_4629 (-16042), rep2_peak_4632 (-233), rep2_peak_4634 (+18663)
ZNF496	rep2_peak_4088 (-14351)
ZNF503	rep2_peak_5110 (-28541), rep2_peak_5108 (-3582), rep2_peak_5107 (+51)
ZNF507	rep2_peak_19424 (+17785), rep2_peak_19425 (+28346)
ZNF517	rep2_peak_39990 (+26978)
ZNF554	rep2_peak_18775 (-28835), rep2_peak_18776 (-71)
ZNF563	rep2_peak_19111 (+2318)
ZNF57	rep2_peak_18786 (+1107)
ZNF579	rep2_peak_20164 (+27390)
ZNF592	rep2_peak_13147 (+5382)
ZNF599	rep2_peak_19488 (+27716)
ZNF608	rep2_peak_32434 (-19793), rep2_peak_32433 (-4050)
ZNF609	rep2_peak_12746 (+22782)
ZNF614	rep2_peak_20077 (+3886)
ZNF615	rep2_peak_20077 (-16488)
ZNF629	rep2_peak_14271 (-27149)
ZNF644	rep2_peak_1773 (+31), rep2_peak_1772 (+5879)
ZNF662	rep2_peak_27394 (+8735)
ZNF670-ZNF695	rep2_peak_4077 (+23578)
ZNF683	rep2_peak_737 (-14797)
ZNF684	rep2_peak_1064 (+4403)
ZNF69	rep2_peak_19100 (+457)
ZNF7	rep2_peak_39990 (-1705)
ZNF707	rep2_peak_39941 (-3260)
ZNF710	rep2_peak_13216 (+2017)
ZNF720	rep2_peak_14318 (-23694)
ZNF726	rep2_peak_19401 (-27055)
ZNF747	rep2_peak_14251 (-6267)
ZNF750	rep2_peak_17751 (+1993)
ZNF75D	rep2_peak_42630 (+20144)
ZNF764	rep2_peak_14251 (+16992)
ZNF775	rep2_peak_38200 (+4672), rep2_peak_38201 (+9654)
ZNF782	rep2_peak_40868 (-2022)
ZNF791	rep2_peak_19121 (+11291)
ZNF792	rep2_peak_19494 (+1412)
ZNF799	rep2_peak_19114 (-239)
ZNF83	rep2_peak_20085 (-21662)
ZNF852	rep2_peak_27416 (-12172)
ZNF888	rep2_peak_20098 (-21877)
ZNF91	rep2_peak_19398 (-8189)
ZNFX1	rep2_peak_25045 (-29035)
ZNRF1	rep2_peak_14945 (-7281), rep2_peak_14947 (-806)
ZNRF2	rep2_peak_36650 (-28829)
ZNRF3	rep2_peak_26169 (-18506), rep2_peak_26171 (-55), rep2_peak_26175 (+28473)
ZNRF4	rep2_peak_18873 (+15100)
ZP1	rep2_peak_6766 (+13613)
ZP2	rep2_peak_14007 (+28068)
ZSCAN12	rep2_peak_34012 (+16291)
ZSCAN2	rep2_peak_13139 (-7), rep2_peak_13140 (+5875)
ZSCAN31	rep2_peak_34012 (-27172)
ZSCAN9	rep2_peak_34001 (+31)
ZSWIM1	rep2_peak_24936 (-17041)
ZSWIM3	rep2_peak_24936 (+6569)
ZYX	rep2_peak_38141 (+12479), rep2_peak_38142 (+14648)
ZZZ3	rep2_peak_1665 (+27060)

