A1BG	rep2_peak_20236 (-82)
SPRY2	rep2_peak_10568 (-22400), rep2_peak_10567 (-3317), rep2_peak_10566 (-1680)
SPRY4	rep2_peak_32762 (-28187), rep2_peak_32761 (-18697), rep2_peak_32760 (-17512), rep2_peak_32759 (-1393), rep2_peak_32758 (-1001), rep2_peak_32757 (-50), rep2_peak_32756 (+3956), rep2_peak_32755 (+4483), rep2_peak_32754 (+18795)
SPRYD4	rep2_peak_8872 (-3), rep2_peak_8873 (+8623)
SPRYD7	rep2_peak_10406 (+15)
SPSB1	rep2_peak_278 (-25639), rep2_peak_279 (-2603)
SPSB2	rep2_peak_8184 (-17828), rep2_peak_8183 (-57), rep2_peak_8182 (+806)
SPTAN1	rep2_peak_41494 (-272), rep2_peak_41495 (+4838)
SPTBN1	rep2_peak_21263 (-9446), rep2_peak_21264 (-1600), rep2_peak_21265 (-862), rep2_peak_21266 (-218), rep2_peak_21267 (+15321)
SPTLC1	rep2_peak_40757 (-23313)
SPTLC2	rep2_peak_11770 (-19304), rep2_peak_11769 (+162)
SPTLC3	rep2_peak_24290 (-29813), rep2_peak_24291 (-9563), rep2_peak_24292 (+107)
SPTSSA	rep2_peak_11055 (+171), rep2_peak_11054 (+1362), rep2_peak_11053 (+11584)
SPTSSB	rep2_peak_28885 (-12816), rep2_peak_28884 (+1119), rep2_peak_28883 (+29155)
SPTY2D1	rep2_peak_6385 (+52)
SPTY2D1-AS1	rep2_peak_6384 (-9154)
SQLE	rep2_peak_39678 (-248)
SQOR	rep2_peak_12469 (+67), rep2_peak_12470 (+6818), rep2_peak_12471 (+14193)
SQSTM1	rep2_peak_33281 (-12694), rep2_peak_33282 (-1639), rep2_peak_33283 (-1073), rep2_peak_33284 (+169), rep2_peak_33285 (+838), rep2_peak_33286 (+4083), rep2_peak_33287 (+5294)
SRA1	rep2_peak_32719 (+823)
SRBD1	rep2_peak_21117 (-44)
SRC	rep2_peak_24793 (-12069), rep2_peak_24794 (-8426), rep2_peak_24795 (-5590), rep2_peak_24796 (-1483)
SRCAP	rep2_peak_14261 (-828), rep2_peak_14262 (+84)
SRCIN1	rep2_peak_16131 (-26224), rep2_peak_16130 (-15008), rep2_peak_16129 (-12469), rep2_peak_16128 (-8278), rep2_peak_16127 (-7522), rep2_peak_16126 (-596), rep2_peak_16125 (+14526)
SRD5A1	rep2_peak_31246 (+318)
SRD5A2	rep2_peak_20823 (+22187)
SREBF1	rep2_peak_15808 (-28230), rep2_peak_15807 (-13146), rep2_peak_15806 (-12267), rep2_peak_15805 (-3367), rep2_peak_15804 (+685), rep2_peak_15803 (+6050), rep2_peak_15802 (+24574), rep2_peak_15801 (+25088)
SREBF2	rep2_peak_26591 (-333)
SREK1	rep2_peak_31755 (-33)
SREK1IP1	rep2_peak_31739 (+11)
SRF	rep2_peak_34477 (-27669), rep2_peak_34478 (-20743), rep2_peak_34479 (-114)
SRFBP1	rep2_peak_32395 (-23500), rep2_peak_32396 (-43)
SRGAP1	rep2_peak_8968 (-239), rep2_peak_8969 (+1575), rep2_peak_8970 (+18156)
SRGAP2	rep2_peak_3327 (-1410), rep2_peak_3328 (-948), rep2_peak_3329 (-631), rep2_peak_3330 (+1180)
SRGAP2B	rep2_peak_2295 (+1456)
SRGAP2C	rep2_peak_2248 (+1950), rep2_peak_2249 (+3775)
SRI	rep2_peak_37329 (-13962), rep2_peak_37328 (-7092), rep2_peak_37327 (-6360)
SRL	rep2_peak_13593 (-29257), rep2_peak_13592 (-12032)
SRP14	rep2_peak_12322 (-1789), rep2_peak_12321 (-61)
SRP54	rep2_peak_11077 (-892), rep2_peak_11078 (+691)
SRP68	rep2_peak_17387 (+51)
SRP72	rep2_peak_30109 (+609)
SRP9	rep2_peak_3665 (-22363), rep2_peak_3666 (-9933), rep2_peak_3667 (-8915), rep2_peak_3668 (-5358), rep2_peak_3669 (-90)
SRPK1	rep2_peak_34286 (-18813), rep2_peak_34285 (+241)
SRPK2	rep2_peak_37699 (+29776)
SRPK3	rep2_peak_42690 (-15712)
SRPRA	rep2_peak_7974 (+26)
SRPRB	rep2_peak_28533 (+1852), rep2_peak_28534 (+21835)
SRPX2	rep2_peak_42337 (+3802), rep2_peak_42338 (+4620), rep2_peak_42339 (+5524)
SRRD	rep2_peak_26122 (-114), rep2_peak_26123 (+5688)
SRRM1	rep2_peak_685 (-23392), rep2_peak_686 (-176)
SRRM2	rep2_peak_13533 (-115), rep2_peak_13534 (+893)
SRRT	rep2_peak_37591 (-276)
SRSF1	rep2_peak_16815 (+125), rep2_peak_16814 (+607), rep2_peak_16813 (+11831), rep2_peak_16812 (+13529)
SRSF10	rep2_peak_656 (-23163), rep2_peak_655 (-21440), rep2_peak_654 (-12584), rep2_peak_653 (-51)
SRSF11	rep2_peak_1637 (-107), rep2_peak_1638 (+15720)
SRSF12	rep2_peak_35009 (-22534), rep2_peak_35008 (-21595), rep2_peak_35007 (-10459)
SRSF2	rep2_peak_17453 (-25458), rep2_peak_17452 (-775), rep2_peak_17451 (-131)
SRSF3	rep2_peak_34308 (-27687), rep2_peak_34309 (-21902), rep2_peak_34310 (-21518), rep2_peak_34311 (-18691), rep2_peak_34312 (-14486), rep2_peak_34313 (-116), rep2_peak_34314 (+14998)
SRSF4	rep2_peak_841 (-4415), rep2_peak_840 (-142)
SRSF5	rep2_peak_11584 (-23019), rep2_peak_11585 (-12665), rep2_peak_11586 (+14339), rep2_peak_11587 (+23185), rep2_peak_11588 (+28998)
SRSF6	rep2_peak_24868 (-1)
SRSF7	rep2_peak_20921 (-3887), rep2_peak_20920 (+79), rep2_peak_20919 (+19475), rep2_peak_20918 (+20878)
SRSF8	rep2_peak_7538 (-16188), rep2_peak_7539 (-23)
SRSF9	rep2_peak_9723 (-1)
SRXN1	rep2_peak_24049 (-671), rep2_peak_24048 (+7), rep2_peak_24047 (+7733), rep2_peak_24046 (+10753), rep2_peak_24045 (+11643)
SRY	rep2_peak_42727 (-9493), rep2_peak_42726 (+6023)
SS18	rep2_peak_18114 (-414)
SS18L1	rep2_peak_25310 (+2606), rep2_peak_25311 (+11656)
SS18L2	rep2_peak_27375 (+332)
SSB	rep2_peak_22867 (-14116), rep2_peak_22868 (-9243), rep2_peak_22869 (-295)
SSBP1	rep2_peak_38132 (-324)
SSBP3	rep2_peak_1347 (-18779), rep2_peak_1346 (-1316)
SSBP4	rep2_peak_19327 (-2093), rep2_peak_19328 (-1679), rep2_peak_19329 (+927)
SSC4D	rep2_peak_37236 (+85), rep2_peak_37235 (+1398), rep2_peak_37234 (+16255), rep2_peak_37233 (+16609), rep2_peak_37232 (+29549)
SSC5D	rep2_peak_20161 (+28512)
SSFA2	rep2_peak_23081 (+543), rep2_peak_23082 (+8399), rep2_peak_23083 (+15316)
SSH1	rep2_peak_9469 (+19089)
SSH2	rep2_peak_15990 (-1370), rep2_peak_15989 (-190)
SSH3	rep2_peak_7077 (+14255)
SSNA1	rep2_peak_41733 (-4)
SSR1	rep2_peak_33518 (-29358), rep2_peak_33517 (-58)
SSR2	rep2_peak_2611 (-19863), rep2_peak_2610 (+29672)
SSR3	rep2_peak_28829 (-37), rep2_peak_28828 (+19748)
SSR4	rep2_peak_42691 (+980)
SSRP1	rep2_peak_6685 (+10674)
SSSCA1	rep2_peak_6999 (-58)
SSTR2	rep2_peak_17247 (-12849), rep2_peak_17248 (-8644), rep2_peak_17249 (+17813), rep2_peak_17250 (+22468)
SSTR3	rep2_peak_26424 (+12312), rep2_peak_26423 (+15170)
SSTR5	rep2_peak_13451 (-1563), rep2_peak_13452 (-74), rep2_peak_13453 (+3585), rep2_peak_13454 (+4432), rep2_peak_13455 (+9880), rep2_peak_13456 (+11187), rep2_peak_13457 (+12634)
SSU72	rep2_peak_62 (-117)
SSU72P8	rep2_peak_37849 (-15620)
SSUH2	rep2_peak_26871 (-28718), rep2_peak_26870 (-20853), rep2_peak_26869 (-18911), rep2_peak_26868 (-13744), rep2_peak_26867 (-11640), rep2_peak_26866 (-10913), rep2_peak_26865 (-9213), rep2_peak_26864 (-7334), rep2_peak_26863 (-4289), rep2_peak_26862 (-2602)
SSX2IP	rep2_peak_1687 (-147)
ST13	rep2_peak_26553 (+143)
ST14	rep2_peak_8020 (-29430), rep2_peak_8021 (-15279), rep2_peak_8022 (-13847), rep2_peak_8023 (-13028), rep2_peak_8024 (+4245), rep2_peak_8025 (+22204)
ST18	rep2_peak_39017 (+18700), rep2_peak_39016 (+19501)
ST20-MTHFS	rep2_peak_13087 (-263)
ST3GAL1	rep2_peak_39814 (-340), rep2_peak_39813 (+1477), rep2_peak_39812 (+2066), rep2_peak_39811 (+3050), rep2_peak_39810 (+7502), rep2_peak_39809 (+18766), rep2_peak_39808 (+19862)
ST3GAL2	rep2_peak_14826 (-28546), rep2_peak_14825 (-27797), rep2_peak_14824 (+5083), rep2_peak_14823 (+19291)
ST3GAL3	rep2_peak_1135 (+427)
ST3GAL4	rep2_peak_7976 (+18134)
ST3GAL6	rep2_peak_28081 (-354), rep2_peak_28082 (+550), rep2_peak_28083 (+1360)
ST5	rep2_peak_6211 (-281)
ST6GAL1	rep2_peak_29233 (-23224), rep2_peak_29234 (-21189), rep2_peak_29235 (+820), rep2_peak_29236 (+1648)
ST6GALNAC1	rep2_peak_17442 (-28642), rep2_peak_17441 (-27432), rep2_peak_17440 (-16993), rep2_peak_17439 (-16175), rep2_peak_17438 (+2112), rep2_peak_17437 (+6699), rep2_peak_17436 (+10002), rep2_peak_17435 (+19802)
ST6GALNAC2	rep2_peak_17434 (-11105), rep2_peak_17433 (-10546), rep2_peak_17432 (-57), rep2_peak_17431 (+16032), rep2_peak_17430 (+18321), rep2_peak_17429 (+28432)
ST6GALNAC4	rep2_peak_41464 (+13275)
ST6GALNAC6	rep2_peak_41464 (-4105), rep2_peak_41463 (+2313), rep2_peak_41462 (+21852)
ST7	rep2_peak_37813 (-1417)
ST7L	rep2_peak_2100 (-21369), rep2_peak_2099 (-17994), rep2_peak_2098 (-16192), rep2_peak_2097 (-416)
ST8SIA3	rep2_peak_18410 (+3263), rep2_peak_18411 (+8850), rep2_peak_18412 (+9190)
STAG1	rep2_peak_28569 (-103), rep2_peak_28568 (+892), rep2_peak_28567 (+11798), rep2_peak_28566 (+17789)
STAG2	rep2_peak_42525 (-8430), rep2_peak_42526 (-99), rep2_peak_42527 (+1357), rep2_peak_42528 (+2629)
STAG3	rep2_peak_37543 (-569)
STAM	rep2_peak_4311 (-15605), rep2_peak_4312 (+6920), rep2_peak_4313 (+24449), rep2_peak_4314 (+29773)
STAM2	rep2_peak_22623 (+90), rep2_peak_22622 (+14560)
STAMBP	rep2_peak_21646 (+28)
STAMBPL1	rep2_peak_5301 (+1015), rep2_peak_5302 (+16776)
STAP2	rep2_peak_18833 (+669), rep2_peak_18832 (+28314)
STAR	rep2_peak_38854 (-15481), rep2_peak_38853 (-2617), rep2_peak_38852 (-1614), rep2_peak_38851 (-616), rep2_peak_38850 (+17011)
STARD10	rep2_peak_7241 (-13889), rep2_peak_7240 (-242), rep2_peak_7239 (+6282), rep2_peak_7238 (+7198), rep2_peak_7237 (+14544), rep2_peak_7236 (+15565), rep2_peak_7235 (+27149)
STARD13	rep2_peak_10157 (-11551), rep2_peak_10156 (-81), rep2_peak_10155 (+13112), rep2_peak_10154 (+23018), rep2_peak_10153 (+23830), rep2_peak_10152 (+25243), rep2_peak_10151 (+26824)
STARD3	rep2_peak_16172 (+187), rep2_peak_16173 (+15998), rep2_peak_16174 (+16933)
STARD3NL	rep2_peak_36746 (-170), rep2_peak_36747 (-17)
STARD4	rep2_peak_32315 (-10)
STARD5	rep2_peak_13109 (-122)
STARD6	rep2_peak_18393 (-2697), rep2_peak_18392 (+130)
STARD7	rep2_peak_21909 (-127), rep2_peak_21908 (+551), rep2_peak_21907 (+21314)
STARD9	rep2_peak_12402 (-360)
STAT1	rep2_peak_23175 (-6142), rep2_peak_23174 (-50)
STAT2	rep2_peak_8869 (-183)
STAT3	rep2_peak_16297 (-208), rep2_peak_16296 (+1235), rep2_peak_16295 (+7454)
STAT4	rep2_peak_23177 (-15009)
STAT5A	rep2_peak_16292 (+24158), rep2_peak_16293 (+24948)
STAT5B	rep2_peak_16291 (-488), rep2_peak_16290 (+6777), rep2_peak_16289 (+27584)
STAT6	rep2_peak_8899 (-15976), rep2_peak_8898 (-825), rep2_peak_8897 (+141), rep2_peak_8896 (+958), rep2_peak_8895 (+9189)
STATH	rep2_peak_30198 (-11733)
STAU1	rep2_peak_25042 (-187), rep2_peak_25041 (+1391), rep2_peak_25040 (+2721), rep2_peak_25039 (+8826)
STAU2	rep2_peak_39174 (-29342), rep2_peak_39173 (-336)
STBD1	rep2_peak_30277 (-4440), rep2_peak_30278 (+346), rep2_peak_30279 (+2736)
STC2	rep2_peak_33147 (-1291), rep2_peak_33146 (-398), rep2_peak_33145 (+1061), rep2_peak_33144 (+24748), rep2_peak_33143 (+25436), rep2_peak_33142 (+29412)
STEAP1	rep2_peak_37331 (-1430), rep2_peak_37332 (+14), rep2_peak_37333 (+18971), rep2_peak_37334 (+26441)
STEAP2	rep2_peak_37335 (-23208), rep2_peak_37336 (-1019), rep2_peak_37337 (+90), rep2_peak_37338 (+11786)
STEAP3	rep2_peak_22312 (+13161)
STH	rep2_peak_16519 (-10680), rep2_peak_16520 (+3464), rep2_peak_16521 (+4961), rep2_peak_16522 (+14694)
STIL	rep2_peak_1228 (-33)
STIM1	rep2_peak_6157 (-606), rep2_peak_6158 (+336), rep2_peak_6159 (+10774), rep2_peak_6160 (+21739), rep2_peak_6161 (+24397)
STIM2	rep2_peak_29881 (-3017), rep2_peak_29882 (-272)
STIP1	rep2_peak_6914 (-14331), rep2_peak_6915 (+310)
STK10	rep2_peak_33079 (-430), rep2_peak_33078 (+13565), rep2_peak_33077 (+23457)
STK11	rep2_peak_18673 (-2834)
STK11IP	rep2_peak_23610 (-20750), rep2_peak_23611 (-162)
STK16	rep2_peak_23597 (+88)
STK17A	rep2_peak_36788 (-272)
STK17B	rep2_peak_23205 (+13)
STK19	rep2_peak_34182 (+168)
STK24	rep2_peak_10680 (+15049)
STK25	rep2_peak_23991 (-26279), rep2_peak_23990 (-19617), rep2_peak_23989 (-17533), rep2_peak_23988 (-7330), rep2_peak_23987 (+611)
STK26	rep2_peak_42580 (+14)
STK3	rep2_peak_39383 (+28014)
STK33	rep2_peak_6196 (-28470)
STK35	rep2_peak_24073 (+594)
STK36	rep2_peak_23556 (-111)
STK38	rep2_peak_34311 (-28207), rep2_peak_34310 (-25380), rep2_peak_34309 (-24996), rep2_peak_34308 (-19211), rep2_peak_34307 (-82)
STK38L	rep2_peak_8435 (-29562), rep2_peak_8436 (-64), rep2_peak_8437 (+299), rep2_peak_8438 (+28613)
STK39	rep2_peak_22845 (-24264), rep2_peak_22844 (-8497), rep2_peak_22843 (+267), rep2_peak_22842 (+1575), rep2_peak_22841 (+3641), rep2_peak_22840 (+26972)
STK4	rep2_peak_24914 (-67)
STK40	rep2_peak_988 (+825), rep2_peak_987 (+11206)
STKLD1	rep2_peak_41627 (+8632), rep2_peak_41628 (+10171), rep2_peak_41629 (+14519), rep2_peak_41630 (+15642)
STMN1	rep2_peak_721 (-4), rep2_peak_720 (+10921)
STMN3	rep2_peak_25369 (+90), rep2_peak_25368 (+24980), rep2_peak_25367 (+26098)
STMND1	rep2_peak_33703 (-5367)
STN1	rep2_peak_5681 (-388), rep2_peak_5680 (+44), rep2_peak_5679 (+9778)
STOM	rep2_peak_41279 (-10922), rep2_peak_41278 (-2431), rep2_peak_41277 (+26), rep2_peak_41276 (+1855)
STOML2	rep2_peak_40297 (-32)
STON1	rep2_peak_21243 (-21563), rep2_peak_21244 (+24731)
STON1-GTF2A1L	rep2_peak_21244 (-14103)
STON2	rep2_peak_11791 (-8291)
STOX1	rep2_peak_4938 (-336)
STPG1	rep2_peak_673 (-531), rep2_peak_672 (+978), rep2_peak_671 (+1448), rep2_peak_670 (+25580)
STPG4	rep2_peak_21187 (-17084), rep2_peak_21186 (-5122), rep2_peak_21185 (+25714)
STRA8	rep2_peak_37990 (-16574), rep2_peak_37991 (-13709), rep2_peak_37992 (+973), rep2_peak_37993 (+2898), rep2_peak_37994 (+25993)
STRADA	rep2_peak_16981 (-146)
STRADB	rep2_peak_23298 (-108)
STRAP	rep2_peak_8350 (-19372), rep2_peak_8351 (-170)
STRN	rep2_peak_20874 (-1243), rep2_peak_20873 (-474)
STRN3	rep2_peak_11006 (-22326), rep2_peak_11005 (-12474), rep2_peak_11004 (-11617), rep2_peak_11003 (-7665), rep2_peak_11002 (-7094), rep2_peak_11001 (-5411), rep2_peak_11000 (-370), rep2_peak_10999 (+657)
STRN4	rep2_peak_19875 (-24262), rep2_peak_19874 (-18043)
STT3B	rep2_peak_27168 (-552)
STUB1	rep2_peak_13442 (-44)
STUM	rep2_peak_3695 (-5908), rep2_peak_3696 (+10836)
STX10	rep2_peak_19162 (-140), rep2_peak_19161 (+21502)
STX16	rep2_peak_25290 (-107)
STX16-NPEPL1	rep2_peak_25290 (-258)
STX17	rep2_peak_40928 (+363)
STX18	rep2_peak_29647 (-10036), rep2_peak_29646 (-53)
STX1A	rep2_peak_37125 (+3697)
STX1B	rep2_peak_14291 (-15432), rep2_peak_14290 (-13168), rep2_peak_14289 (-12409), rep2_peak_14288 (+11412), rep2_peak_14287 (+14062)
STX2	rep2_peak_9923 (-11004), rep2_peak_9922 (-10564), rep2_peak_9921 (-9128), rep2_peak_9920 (-361)
STX3	rep2_peak_6755 (-856), rep2_peak_6756 (+21585)
STX4	rep2_peak_14289 (-10421), rep2_peak_14290 (-9662), rep2_peak_14291 (-7398), rep2_peak_14292 (-130), rep2_peak_14293 (+782), rep2_peak_14294 (+10050), rep2_peak_14295 (+12418)
STX5	rep2_peak_6865 (-8263), rep2_peak_6864 (-7604)
STX6	rep2_peak_3017 (-97), rep2_peak_3016 (+729), rep2_peak_3015 (+9597)
STX7	rep2_peak_35479 (-21685), rep2_peak_35478 (-166), rep2_peak_35477 (+45)
STX8	rep2_peak_15662 (+388)
STXBP1	rep2_peak_41454 (-4574)
STXBP2	rep2_peak_18964 (+15219)
STXBP3	rep2_peak_1998 (-120), rep2_peak_1999 (+854)
STXBP4	rep2_peak_16709 (-946), rep2_peak_16710 (-2)
STXBP5	rep2_peak_35762 (-12045), rep2_peak_35763 (-2442)
STXBP6	rep2_peak_10985 (+14945)
STYX	rep2_peak_11258 (-117), rep2_peak_11259 (+25187), rep2_peak_11260 (+25644)
STYXL1	rep2_peak_37212 (-21)
SUB1	rep2_peak_31369 (-28718), rep2_peak_31370 (-18919), rep2_peak_31371 (-10661), rep2_peak_31372 (-2725), rep2_peak_31373 (-48), rep2_peak_31374 (+534)
SUCLA2	rep2_peak_10332 (-63)
SUCLG1	rep2_peak_21762 (-28359), rep2_peak_21761 (-27104), rep2_peak_21760 (+151), rep2_peak_21759 (+2529)
SUCLG2	rep2_peak_27906 (-104), rep2_peak_27905 (+385), rep2_peak_27904 (+4322), rep2_peak_27903 (+7094)
SUCO	rep2_peak_2897 (-21687), rep2_peak_2898 (+731), rep2_peak_2899 (+25110)
SUDS3	rep2_peak_9684 (+2)
SUFU	rep2_peak_5617 (-113)
SUGCT	rep2_peak_36760 (-220)
SUGP2	rep2_peak_19356 (-316)
SUGT1	rep2_peak_10475 (-15)
SULT1A1	rep2_peak_14139 (+819), rep2_peak_14138 (+5421), rep2_peak_14137 (+11080), rep2_peak_14136 (+13664), rep2_peak_14135 (+25597)
SULT1A2	rep2_peak_14138 (-21652), rep2_peak_14137 (-15993), rep2_peak_14136 (-13409), rep2_peak_14135 (-1476), rep2_peak_14134 (+15367)
SULT1A3	rep2_peak_14226 (-11), rep2_peak_14227 (+16163)
SULT1A4	rep2_peak_14178 (+620)
SULT1B1	rep2_peak_30194 (-21181), rep2_peak_30193 (-2140)
SULT1C2	rep2_peak_22110 (+79), rep2_peak_22111 (+27006)
SULT1C4	rep2_peak_22112 (-81)
SULT1E1	rep2_peak_30197 (-16174)
SULT2A1	rep2_peak_19934 (-5812), rep2_peak_19933 (-21)
SULT2B1	rep2_peak_19956 (-18056), rep2_peak_19957 (+1960), rep2_peak_19958 (+6376), rep2_peak_19959 (+13269), rep2_peak_19960 (+19525)
SULT6B1	rep2_peak_20877 (-70)
SUMF1	rep2_peak_26821 (+66)
SUMF2	rep2_peak_36971 (+88), rep2_peak_36972 (+15567)
SUMO1	rep2_peak_23302 (-11)
SUMO2	rep2_peak_17323 (-17112), rep2_peak_17322 (-16217), rep2_peak_17321 (-317), rep2_peak_17320 (+12), rep2_peak_17319 (+736)
SUMO3	rep2_peak_25806 (-28801), rep2_peak_25805 (-27923)
SUN1	rep2_peak_36205 (-19628)
SUN2	rep2_peak_26503 (+470), rep2_peak_26502 (+1911), rep2_peak_26501 (+8126)
SUN5	rep2_peak_24629 (-1777)
SUOX	rep2_peak_8838 (-4326)
SUPT16H	rep2_peak_10875 (+9)
SUPT20H	rep2_peak_10199 (+85)
SUPT3H	rep2_peak_34580 (-281)
SUPT4H1	rep2_peak_16826 (-29203), rep2_peak_16825 (-17670), rep2_peak_16824 (-13301), rep2_peak_16823 (-12337), rep2_peak_16822 (-6766), rep2_peak_16821 (-51)
SUPT5H	rep2_peak_19644 (+3916)
SUPT6H	rep2_peak_15936 (-3624), rep2_peak_15937 (+169)
SUPT7L	rep2_peak_20777 (+41)
SUPV3L1	rep2_peak_4946 (-8)
SURF6	rep2_peak_41625 (+153)
SUSD1	rep2_peak_41114 (-5502), rep2_peak_41113 (-3588), rep2_peak_41112 (-207)
SUSD2	rep2_peak_26061 (-24206), rep2_peak_26062 (+14479), rep2_peak_26063 (+26911)
SUSD3	rep2_peak_40767 (+1383), rep2_peak_40768 (+3310)
SUSD6	rep2_peak_11576 (-5139), rep2_peak_11577 (+26158)
SUV39H1	rep2_peak_42151 (+15811), rep2_peak_42152 (+17699)
SUV39H2	rep2_peak_4289 (-348)
SV2B	rep2_peak_13262 (+16188)
SVBP	rep2_peak_1104 (+412)
SVIL	rep2_peak_4456 (-24208), rep2_peak_4455 (-14097), rep2_peak_4454 (-974), rep2_peak_4453 (+15540), rep2_peak_4452 (+16185)
SVIP	rep2_peak_6430 (-189), rep2_peak_6429 (+157), rep2_peak_6428 (+26811)
SVOP	rep2_peak_9473 (+10774)
SVOPL	rep2_peak_38059 (+9591), rep2_peak_38058 (+13074)
SWI5	rep2_peak_41487 (+19400), rep2_peak_41488 (+20337)
SWSAP1	rep2_peak_19079 (+6481), rep2_peak_19080 (+8339)
SWT1	rep2_peak_3095 (+117)
SYAP1	rep2_peak_41874 (-150), rep2_peak_41875 (+26213)
SYCE2	rep2_peak_19140 (+6079)
SYCE3	rep2_peak_26796 (-47)
SYCP3	rep2_peak_9376 (+26006)
SYDE1	rep2_peak_19213 (-9202)
SYDE2	rep2_peak_1691 (-40)
SYF2	rep2_peak_705 (-7551), rep2_peak_704 (-45)
SYMPK	rep2_peak_19853 (-925), rep2_peak_19852 (+55)
SYN3	rep2_peak_26334 (-437), rep2_peak_26333 (+4823)
SYNC	rep2_peak_924 (-13686), rep2_peak_923 (-11399), rep2_peak_922 (-9279), rep2_peak_921 (+7801), rep2_peak_920 (+8337)
SYNCRIP	rep2_peak_34959 (-1841), rep2_peak_34958 (-647), rep2_peak_34957 (-140), rep2_peak_34956 (+21647)
SYNE3	rep2_peak_11990 (-24768), rep2_peak_11989 (-13608), rep2_peak_11988 (+6908), rep2_peak_11987 (+22817)
SYNGR2	rep2_peak_17508 (-8759)
SYNGR3	rep2_peak_13491 (+14035)
SYNJ1	rep2_peak_25541 (+31)
SYNJ2	rep2_peak_35940 (-27190), rep2_peak_35941 (-6792), rep2_peak_35942 (-305), rep2_peak_35943 (+1172), rep2_peak_35944 (+2781), rep2_peak_35945 (+3722), rep2_peak_35946 (+11690), rep2_peak_35947 (+26343), rep2_peak_35948 (+29847)
SYNM	rep2_peak_13349 (+120), rep2_peak_13350 (+26830)
SYNPO	rep2_peak_32930 (-18491), rep2_peak_32931 (+15133)
SYNRG	rep2_peak_16101 (-109)
SYP	rep2_peak_42169 (+85)
SYPL1	rep2_peak_37712 (-69)
SYPL2	rep2_peak_2033 (-25323), rep2_peak_2034 (-8643), rep2_peak_2035 (-50), rep2_peak_2036 (+17476)
SYS1	rep2_peak_24923 (-5444), rep2_peak_24924 (-3054), rep2_peak_24925 (+212)
SYS1-DBNDD2	rep2_peak_24925 (-262)
SYT12	rep2_peak_7065 (-24557), rep2_peak_7066 (-9674), rep2_peak_7067 (-3670)
SYT2	rep2_peak_3235 (+4634)
SYT5	rep2_peak_20146 (-26352)
SYT7	rep2_peak_6788 (-28731), rep2_peak_6787 (-20926), rep2_peak_6786 (-9392), rep2_peak_6785 (-678), rep2_peak_6784 (+2925), rep2_peak_6783 (+13438)
SYT8	rep2_peak_6104 (-9255), rep2_peak_6105 (-3474)
SYTL1	rep2_peak_788 (-2922)
SYTL2	rep2_peak_7447 (-2807)
SYTL5	rep2_peak_42013 (-14321)
SYVN1	rep2_peak_6960 (-7703)
SZT2	rep2_peak_1127 (+96)
TAAR9	rep2_peak_35479 (-3543)
TAB1	rep2_peak_26524 (-24)
TAB2	rep2_peak_35778 (-3712), rep2_peak_35779 (+12065)
TAB3	rep2_peak_42001 (-20176), rep2_peak_42000 (-17524), rep2_peak_41999 (-4376), rep2_peak_41998 (-616)
TAC1	rep2_peak_37452 (+20492)
TAC3	rep2_peak_8892 (-2137)
TAC4	rep2_peak_16620 (-15109), rep2_peak_16619 (-12298)
TACC1	rep2_peak_38881 (-29771), rep2_peak_38882 (-20211)
TACC2	rep2_peak_5924 (-12362), rep2_peak_5925 (+24473)
TACC3	rep2_peak_29548 (-331), rep2_peak_29549 (+24908), rep2_peak_29550 (+25825)
TACO1	rep2_peak_16977 (-22387), rep2_peak_16978 (-21075), rep2_peak_16979 (+2)
TACR2	rep2_peak_4953 (-29939), rep2_peak_4952 (-9171), rep2_peak_4951 (-1398), rep2_peak_4950 (+8221)
TACSTD2	rep2_peak_1441 (+7515)
TADA1	rep2_peak_2803 (-56), rep2_peak_2802 (+515), rep2_peak_2801 (+1683)
TADA3	rep2_peak_26896 (+264)
TAF1	rep2_peak_42280 (-25403), rep2_peak_42281 (-13058), rep2_peak_42282 (+27102)
TAF10	rep2_peak_6179 (+293), rep2_peak_6178 (+5551)
TAF12	rep2_peak_831 (-5639), rep2_peak_830 (-133), rep2_peak_829 (+8521)
TAF13	rep2_peak_2006 (-52)
TAF15	rep2_peak_16069 (-4708), rep2_peak_16070 (+86)
TAF1A	rep2_peak_3610 (+61)
TAF1B	rep2_peak_20379 (-29254), rep2_peak_20380 (+166)
TAF1C	rep2_peak_15116 (-98), rep2_peak_15115 (+9730)
TAF1D	rep2_peak_7523 (-28386), rep2_peak_7522 (-23364), rep2_peak_7521 (-3548), rep2_peak_7520 (-87)
TAF3	rep2_peak_4209 (-22648), rep2_peak_4210 (-6532), rep2_peak_4211 (-39)
TAF4	rep2_peak_25305 (-1464), rep2_peak_25304 (+1492), rep2_peak_25303 (+22569)
TAF5	rep2_peak_5665 (-6)
TAF6	rep2_peak_37538 (-2400)
TAF6L	rep2_peak_6859 (+317)
TAF7	rep2_peak_32735 (+91)
TAF8	rep2_peak_34439 (-1887), rep2_peak_34440 (+137)
TAF9	rep2_peak_31798 (+253)
TAF9B	rep2_peak_42318 (+84)
TAL1	rep2_peak_1227 (-24354), rep2_peak_1226 (+13253)
TAL2	rep2_peak_40998 (-6268), rep2_peak_40999 (+17139)
TALDO1	rep2_peak_6074 (-19142), rep2_peak_6075 (-17685)
TAMM41	rep2_peak_26949 (-139)
